# fast-gate probe registry. TAB-separated.
#   id	kind(argmax|spec)	model-path	prompt	ngen	extra-env
# prompt: a token-ids file (fed as raw ids — ONLY valid for the model family that produced
# them) or @<textfile> (tokenized by the model's own tokenizer via MEMRA_PROMPT_FILE — safe
# across families). Gemma probes reuse the battery's pinned gemma ids; every other family
# uses the shared text probe.
#
# argmax probes run run-gen with MEMRA_NGEN=<ngen>; the gate is (1) the run-gen argmax
# MATCH line + no MISMATCH-STRUCTURED, and (2) the `tokens:` line byte-equal to the pinned
# golden in goldens/<id>.tokens (goldens refresh ONLY at full-battery green points).
# spec probes run run-spec at the single MEMRA_SPEC_K pinned in extra-env (the K=1..8 sweep
# stays tier-2); their gate is the SELF-CONSISTENCY PASS line plus the same golden pin on
# the plain-generate `tokens:` line.
#
# One model per KERNEL CLASS the dispatch actually forks on (see map.tsv header):
g12	argmax	/data/ai-ml/models/gemma-4-12b-it-qat/gemma-4-12b-it-qat-q4_0.gguf	research/gemma4-bringup/e4b-chat-watercycle-ids.txt	20	-
g31	argmax	/data/ai-ml/hf-models/gemma4-31b-qat-gguf/gemma-4-31B_q4_0-it.gguf	research/gemma4-bringup/e4b-chat-watercycle-ids.txt	20	-
e4b	argmax	/data/ai-ml/hf-models/gemma4-e4b-qat-gguf/gemma-4-E4B_q4_0-it.gguf	research/gemma4-bringup/e4b-chat-watercycle-ids.txt	20	-
g26	argmax	/data/ai-ml/hf-models/gemma4-26b-a4b-qat-gguf/gemma-4-26B_q4_0-it.gguf	research/gemma4-bringup/e4b-chat-watercycle-ids.txt	20	-
q9	argmax	/data/ai-ml/hf-models/qwen35-9b-nvfp4-gguf/Qwen3.5-9B-NVFP4-MTP-GGUF.gguf	@tools/fast-gate/prompts/probe.txt	20	-
k27	argmax	/data/ai-ml/hf-models/qwen36-27b-nvfp4-mtp/Qwen3.6-27B-NVFP4-Q4_K_M-mtp.gguf	@tools/fast-gate/prompts/probe.txt	20	-
q35	argmax	/data/ai-ml/hf-models/qwen36-35b-moe/Qwen3.6-35B-A3B-UD-IQ4_XS.gguf	@tools/fast-gate/prompts/probe.txt	20	-
aw35	argmax	/data/ai-ml/hf-models/agentworld-35b-gguf/Qwen-AgentWorld-35B-A3B-UD-IQ4_XS.gguf	@tools/fast-gate/prompts/probe.txt	20	-
o9	argmax	/data/ai-ml/hf-models/ornith-1.0-9b-gguf/ornith-1.0-9b-Q8_0.gguf	@tools/fast-gate/prompts/probe.txt	20	-
o35	argmax	/data/ai-ml/hf-models/ornith-1.0-35b-gguf/ornith-1.0-35b-Q4_K_M.gguf	@tools/fast-gate/prompts/probe.txt	20	-
kat	argmax	/data/ai-ml/hf-models/kat-coder-v25-dev-gguf/Kwaipilot_KAT-Coder-V2.5-Dev-IQ4_XS.gguf	@tools/fast-gate/prompts/probe.txt	20	-
# spec probes (ONE K each — the K=1..8 sweep is tier-2).
# kind=spec  -> run-spec at MEMRA_SPEC_K (qwen MTP/NextN family); gate = SELF-CONSISTENCY PASS
#               + golden pin on the plain-generate tokens line.
# kind=gspec -> gemma-gate at MEMRA_SPEC (gemma assistant-drafter family, the battery's own
#               invocation); gate = "stream agreement ngen/ngen" (spec self-compares vs plain
#               in the same run — no separate golden needed).
q35spec	spec	/data/ai-ml/hf-models/qwen36-35b-moe/Qwen3.6-35B-A3B-UD-IQ4_XS.gguf	@tools/fast-gate/prompts/probe.txt	32	MEMRA_SPEC_K=3 MEMRA_DRAFT=/data/ai-ml/hf-models/qwen36-35b-moe/draft-35b-owntrim-nvfp4head-q4blk.gguf
g31spec	gspec	/data/ai-ml/hf-models/gemma4-31b-qat-gguf/gemma-4-31B_q4_0-it.gguf	research/gemma4-bringup/e4b-chat-watercycle-ids.txt	32	MEMRA_SPEC=3 MEMRA_DRAFT=/data/ai-ml/hf-models/gemma4-31b-tooluse-gguf/gemma-4-31B-it-Q4_0-MTP.gguf
